old_name,new_name,score
hughes_precision_m15x1rh_to_5_8x24_thread_adapter,tubewerx_m15x1rh_to_5_8x24_thread_adapter,0.8
oss_bpr_suppressor_system_bpr_1425,spiderweb_bpr_suppressor_system_bpr_1425,0.8324324324324325
fn_scar17_7.62x51_3prong_european_flash_hider,aft17_7.62x51_3prong_european_flash_hider,0.8381037567084079
aac_scar_sd_blackout_51_tooth_flashhider_supp_mount,ewc_scar_sd_blackout_51_tooth_flashhider_supp_mount,0.9248366013071896
AK_545,hexagon_545,0.4852941176470588
amtac_cqbm_suppressor,zetac_cqbm_suppressor,0.7857142857142857
amtac_cqb_suppressor,zetac_cqb_suppressor,0.7833333333333333
aac_5.56x45_blackout_18_tooth_flash_hider,ewc_5.56x45_blackout_18_tooth_flash_hider,0.9041811846689896
legal_arsenal_pm_straight_trigger,fireline_pm_straight_trigger,0.7103825136612021
legal_arsenal_+2r_ext_pm_mag_plate,fireline_+2r_ext_pm_mag_plate,0.7655677655677655
pac_rear_sight,aft_rear_sight,0.7619047619047619
pac_rear_sight_folded,aft_rear_sight_folded,0.8273809523809523
fn_scar_rear_sight_200m_aperture,aft_rear_sight_200m_aperture,0.796969696969697
fn_scar_rear_sight_600m_aperture,aft_rear_sight_600m_aperture,0.796969696969697
fn_scar_mk20_gas_block,aft_mk20_gas_block,0.7333333333333334
hi_desertdog_hdd_tactical_scarh_hitorque_gasblock,hi_dog_hdd_tactical_scarh_hitorque_gasblock,0.8959627329192547
pac_front_sight_base,aft_front_sight_base,0.825
pac_front_sight_folded,aft_front_sight_folded,0.8295454545454546
pac_front_sight,aft_front_sight,0.7666666666666666
vector_bolt_release,aft_bolt_release,0.7333333333333334
tt33_trigger,aft_trigger,0.6413043478260869
fn_scar_mk20_bottom_rail_mount,aft_mk20_bottom_rail_mount,0.7922077922077921
fn_scar_bottom_rail_mount,aft_bottom_rail_mount,0.7463768115942029
vector_charging_handle,aft_charging_handle,0.7479674796747967
m4a1_std_fire_selector,aft_fire_selector,0.6959706959706959
fn_scar_mk20_508mm_barrel,aft_mk20_508mm_barrel,0.7463768115942029
hi_desertdog_hdd_tactical_scarh_267mm_7.62x51_barrel,hi_dog_hdd_tactical_scarh_267mm_7.62x51_barrel,0.9068877551020409
fn_scar_mk20_upper_receiver,aft_mk20_upper_receiver,0.7533333333333333
tt33_mag_release,aft_mag_release,0.7526881720430108
fn_scar_side_rail_1,aft_side_rail_1,0.7156862745098038
fn_scar_mk20_side_rail_2,aft_mk20_side_rail_2,0.7727272727272727
fn_scar_mk20_side_rail_1,aft_mk20_side_rail_1,0.7727272727272727
fn_scar_side_rail_2,aft_side_rail_2,0.7156862745098038
fn_scar_stock_cheek_piece,aft_stock_cheek_piece,0.7463768115942029
fn_scar_stock_connector,aft_stock_connector,0.6904761904761905
fn_scar_ssr_stock_assembly,aft_ssr_stock_assembly,0.75
fn_scar_sc_stock_adapter,aft_sc_stock_adapter,0.7424242424242424
fn_scar_stock_shoulder_piece,aft_stock_shoulder_piece,0.7564102564102564
handl_defense_scar47_394mm_barrel,hilt_defense_scar47_394mm_barrel,0.8615384615384616
fn_scar_mk20_upper_receiver_for_scar47,aft_mk20_upper_receiver_for_scar47,0.829059829059829
handl_defense_scar47_mlok_handguard,hilt_defense_scar47_mlok_handguard,0.863768115942029
fn_scar_oem_gas_selector,aft_oem_gas_selector,0.7424242424242424
fn_scar_sc_stock_adjustment_rail,aft_sc_stock_adjustment_rail,0.796969696969697
fn_scar_sc_stock_adjustment_lever,aft_sc_stock_adjustment_lever,0.7991202346041055
fn_scar_sc_stock_buttpad,aft_sc_stock_buttpad,0.7424242424242424
fn_scar_sc_stock_cheekpad,aft_sc_stock_cheekpad,0.7463768115942029
5.56x45_brwnls_stanag_25r,5.56x45_whtnls_stanag_25r,0.835
5.56x45_fn_scar_30r,5.56x45_aft_30r,0.6680672268907563
5.56x45_brwnls_stanag_ss_20r,5.56x45_whtnls_stanag_ss_20r,0.8642857142857143
5.56x45_lancer_systems_l5awm_gen2_30r_opaque_mag,5.56x45_dragoon_systems_l5awm_gen2_30r_opaque_mag,0.8807989690721649
5.56x45_lancer_systems_l5awm_gen2_30r_translucent_mag,5.56x45_dragoon_systems_l5awm_gen2_30r_translucent_mag,0.8860981308411215
lancer_systems_l7awm_7.62x51_25r,dragoon_systems_l7awm_7.62x51_25r,0.8153846153846154
lancer_systems_l7awm_translucent_7.62x51_20r,dragoon_systems_l7awm_translucent_7.62x51_20r,0.8548689138576779
lancer_systems_l7awm_translucent_7.62x51_25r,dragoon_systems_l7awm_translucent_7.62x51_25r,0.8548689138576779
lancer_systems_l7awm_7.62x51_20r,dragoon_systems_l7awm_7.62x51_20r,0.8153846153846154
lancer_systems_lsx_2rnd_extension,dragoon_systems_lsx_2rnd_extension,0.817910447761194
lancer_systems_lsx_3rnd_extension,dragoon_systems_lsx_3rnd_extension,0.817910447761194
lancer_systems_lsx_4rnd_extension,dragoon_systems_lsx_4rnd_extension,0.817910447761194
lancer_systems_lsx_5rnd_extension,dragoon_systems_lsx_5rnd_extension,0.817910447761194
lancer_systems_lsx_6rnd_extension,dragoon_systems_lsx_6rnd_extension,0.817910447761194
lancer_systems_lsx_7rnd_extension,dragoon_systems_lsx_7rnd_extension,0.817910447761194
lancer_systems_lsx_8rnd_extension,dragoon_systems_lsx_8rnd_extension,0.817910447761194
fightlite_scr_high_impact_polymer_stock,strikon_scr_high_impact_polymer_stock,0.8377192982456141
fightlite_scr_wooden_rifle_stock,strikon_scr_wooden_rifle_stock,0.8032258064516129
axion_cobra_mount,adron_cobra_mount,0.7745098039215685
zeiss_zfk_4x25_scope,geiss_zfk_4x25_scope,0.85
axion_kobra_ekp_8_02_mount,adron_kobra_ekp_8_02_mount,0.8782051282051282
legal_arsenal_5_rnd_545_223_ak_mag_extension,fireline_5_rnd_545_223_ak_mag_extension,0.8214032600992204
legal_arsenal_pilgrim_aksu_dust_cover,fireline_pilgrim_aksu_dust_cover,0.7549407114624507
zeiss_zfk_front_cup,geiss_zfk_front_cup,0.8486842105263157
zeiss_zfk_rear_eye_cup,geiss_zfk_rear_eye_cup,0.8772727272727273
legal_arsenal_ak_enhanced_safety_fire_selector,fireline_ak_enhanced_safety_fire_selector,0.7984084880636605
ds_ace_ak_ar15_adapter,apex_ak_ar15_adapter,0.7619047619047619
legal_arsenal_pilgrim_aksu_spring_retainer,fireline_pilgrim_aksu_spring_retainer,0.7686996547756042
airtronic_psrl_front_bottom_rail,launchtron_psrl_front_bottom_rail,0.8307692307692308
airtronic_psrl_rear_bottom_rail,launchtron_psrl_rear_bottom_rail,0.8285714285714285
airtronic_psrl_front_top_rail,launchtron_psrl_front_top_rail,0.823728813559322
airtronic_psrl_rear_top_rail,launchtron_psrl_rear_top_rail,0.8210526315789474
airtronic_psrl_rear_side_rail,launchtron_psrl_rear_side_rail,0.823728813559322
airtronic_psrl_front_side_rail,launchtron_psrl_front_side_rail,0.8262295081967213
airtronic_psrl_2_trigger_housing,launchtron_psrl_2_trigger_housing,0.8307692307692308
airtronic_psrl_2_trigger,launchtron_psrl_2_trigger,0.7831632653061225
airtronic_psrl_2_tube_shoulder_padding,launchtron_psrl_2_tube_shoulder_padding,0.8582251082251082
airtronic_psrl_rear_ironsight_folded,launchtron_psrl_rear_ironsight_folded,0.8383561643835616
airtronic_psrl_front_ironsight,launchtron_psrl_front_ironsight,0.8012295081967213
airtronic_psrl_front_ironsight_folded,launchtron_psrl_front_ironsight_folded,0.8400000000000001
airtronic_psrl_rear_ironsight,launchtron_psrl_rear_ironsight,0.798728813559322
airtronic_psrl_front_ironsight_base,launchtron_psrl_front_ironsight_base,0.8366197183098592
airtronic_psrl_rear_ironsight_base,launchtron_psrl_rear_ironsight_base,0.8347826086956522
airtronic_psrl_2_hammer,launchtron_psrl_2_hammer,0.7792553191489362
airtronic_psrl_2_safety,launchtron_psrl_2_safety,0.7792553191489362
airtronic_psrl_2_tube,launchtron_psrl_2_tube,0.7703488372093024
5.45x39_hornady_black_60gr_vmax,5.45x39_hornet_black_60gr_vmax,0.8590163934426229
45acp_ammoinc_230gr_subsonic_tmj,45acp_munitions_incorporated_230gr_subsonic_tmj,0.7433831990794016
9x18_hornady_xtp_95gr_jhpfb,9x18_hornet_xtp_95gr_jhpfb,0.8528301886792453
ar_bolt,resolute_bolt,0.55
rock_solid_ind_mi24c_mount,resolute_ind_mi24c_mount,0.7333333333333334
rock_solid_ind_mount,resolute_ind_mount,0.6541353383458646
aim_sports_mosin_trirail,target_sports_mosin_trirail,0.8063725490196079
aim_sports_mng_mount,target_sports_mng_mount,0.7936046511627908
primary_arms_slx_1.53inch_straight_spacer,paramount_arms_slx_1.53inch_straight_spacer,0.8571428571428572
primary_arms_slx_1x_microprism_acss_g2_scope,paramount_arms_slx_1x_microprism_acss_g2_scope,0.8819444444444444
aim_sports_front_sight,target_sports_front_sight,0.800531914893617
aim_sports_rear_sight_folded,target_sports_rear_sight_folded,0.840677966101695
aim_sports_front_sight_folded,target_sports_front_sight_folded,0.8426229508196721
aim_sports_rear_sight,target_sports_rear_sight,0.7972222222222223
leupold_mark_4_carry_handle_mount,strauss_mark_4_carry_handle_mount,0.8257575757575758
arms_#02_m16_scope_mount,firm_#02_m16_scope_mount,0.8583333333333334
leupold_deltapoint_reflex_sight,strauss_deltapoint_reflex_sight,0.7782258064516129
leupold_deltapoint_pro_sight,strauss_deltapoint_pro_sight,0.7678571428571428
zevtech_pf940_slide_cover,zvetech_pf940_slide_cover,0.855
brwnls_xm177_car,whtnls_xm177_car,0.7708333333333333
kns_precision_fal_duplex_front_sight,fnb_precision_fal_duplex_front_sight,0.8888888888888888
kns_precision_fal_crosshair_front_sight,fnb_precision_fal_crosshair_front_sight,0.891025641025641
aim_sports_universal_11.3inch_mlok_hg_lower,target_sports_universal_11.3inch_mlok_hg_lower,0.8892455858747994
aim_sports_universal_11.3inch_hg_mlok,target_sports_universal_11.3inch_hg_mlok,0.8712121212121212
aim_sports_universal_11.3inch_hg_picatinny,target_sports_universal_11.3inch_hg_picatinny,0.8764367816091954
lancer_systems_l5awm_gen2_bottom_plate,dragoon_systems_l5awm_gen2_bottom_plate,0.8452380952380952
doublestar_ace_0.5_recoil_pad,apex_0.5_recoil_pad,0.6875
leupold_cq_deltapoint_pro_rear_ironsight,strauss_cq_deltapoint_pro_rear_ironsight,0.8416666666666667
oss_bpr_suppressor_system_srm_6,spiderweb_bpr_suppressor_system_srm_6,0.8431372549019608
axion_kobra_ekp_8_sunshade,adron_kobra_ekp_8_sunshade,0.8615384615384616
lancer_systems_l7awm_bottom_plate,dragoon_systems_l7awm_bottom_plate,0.817910447761194
aim_sports_mmh94_picatinny_top,target_sports_mmh94_picatinny_top,0.8444444444444444
aim_sports_mmh94_mlok_top,target_sports_mmh94_mlok_top,0.8339622641509434
scalarworks_peak01_front_post,vectorworks_peak01_front_post,0.8060344827586207
scalarworks_peak01_rear_aperture,vectorworks_peak01_rear_aperture,0.8125
arms_#40_rear_sight_aperture,firm_#40_rear_sight_aperture,0.8642857142857143
arms_#40_rear_sight,firm_#40_rear_sight,0.8223684210526316
arms_#40_rear_sight_folded,firm_#40_rear_sight_folded,0.8615384615384616
axion_kobra_ekp_8_sight,adron_kobra_ekp_8_sight,0.8565217391304347
aim_sports_extended_g3_mmh94_mlok_handguard,target_sports_extended_g3_mmh94_mlok_handguard,0.8892455858747994
hdps_ump45_200mm_threaded_barrel,hdts_ump45_200mm_threaded_barrel,0.884375
arms_no5_mount,firm_no5_mount,0.7619047619047619
aim_sports_low_profile_45_degree_sight_base,target_sports_low_profile_45_degree_sight_base,0.8981741573033708
pac_rear_sight_base,aft_rear_sight_base,0.8223684210526316
leupold_deltapoint_pro_ar,strauss_deltapoint_pro_ar,0.755
leupold_deltapoint_pro_ar_dloc,strauss_deltapoint_pro_ar_dloc,0.8
leupold_deltapoint_pro_cross_slot,strauss_deltapoint_pro_cross_slot,0.8090909090909091
scalarworks_leap01_swo120_1.93_mount,vectorworks_leap01_swo120_1.93_mount,0.8444444444444444
scalarworks_leap01_swo110_1.57_mount,vectorworks_leap01_swo110_1.57_mount,0.8444444444444444
primary_arms_slx_1.1inch_mount,paramount_arms_slx_1.1inch_mount,0.8193548387096774
scalarworks_leap01_swo100_1.42_mount,vectorworks_leap01_swo100_1.42_mount,0.8444444444444444
scalarworks_peak01_fixed_rear_ironsight,vectorworks_peak01_fixed_rear_ironsight,0.8487179487179488
scalarworks_peak01_fixed_front_ironsight,vectorworks_peak01_fixed_front_ironsight,0.8500000000000001
firefield_mg_kemper_xl_reflex_sight,emberfield_mg_kemper_xl_reflex_sight,0.8673708920187794
a3_angled_foregrip,alpha_four_tactical_angled_foregrip,0.570754716981132
aim_sports_mt012l_riser_mount,target_sports_mt012l_riser_mount,0.8426229508196721
aim_sports_mt012h_riser_mount,target_sports_mt012h_riser_mount,0.8426229508196721
aim_sports_mt012m_riser_mount,target_sports_mt012m_riser_mount,0.8426229508196721
airtronic_psrl_ironsight_base_mount,launchtron_psrl_ironsight_base_mount,0.8366197183098592
airtronic_psrl_plastic_foregrip,launchtron_psrl_plastic_foregrip,0.8035714285714286
arms_#40_rear_sight_base,firm_#40_rear_sight_base,0.8583333333333334
me_adapter,harrison_pra_adapter,0.4666666666666667
2a_armament_builder_series_gen1_12inch_handguard,freedom_arms_builder_series_gen1_12inch_handguard,0.7798232695139912
2a_armament_builder_series_gen1_7inch_handguard,freedom_arms_builder_series_gen1_7inch_handguard,0.7781954887218046
radian_weapons_ar15_model_1_m1curgh_10inch_handguard,ardian_weapons_ar15_model_1_m1curgh_10inch_handguard,0.9278846153846154
2a_armament_builder_series_gen1_10inch_handguard,freedom_arms_builder_series_gen1_10inch_handguard,0.7798232695139912
2a_armament_builder_series_gen1_15inch_handguard,freedom_arms_builder_series_gen1_15inch_handguard,0.7798232695139912
doublestar_ace_m4_socom_gen4_stock,apex_m4_socom_gen4_stock,0.7429467084639498
hart_m4a1_castlenut,kf_416d_castlenut,0.5277777777777778
kf_416a5_upper,kf_416a5_extended_castlenut,0.5296167247386759
armaspec_victory_charging_handle,tactispec_victory_charging_handle,0.8211538461538461
radian_weapons_raptor_ambi_ar15_charging_handle,ardian_weapons_raptor_ambi_ar15_charging_handle,0.9179331306990881
hk_g3_endplate,kf_416c_endplate,0.5333333333333333
dsa_sa58_pistol_qd_sling_endplate,kf_416a5_sling_eyelet_endplate,0.4675324675324675
aeroknox_ax15_endplate,kf_416d_endplate,0.48245614035087714
kf_ar15_battlegrip,kf_ar15_battlegrip_beavertail,0.8115501519756838
radian_weapons_ar15_model_1_m1curgh_upper_receiver,ardian_weapons_ar15_model_1_m1curgh_upper_receiver,0.9275
kf_416_trigger_guard,kf_416a5_trigger_guard,0.8511904761904762
kf_416_trigger,kf_416d_trigger_guard,0.6857142857142857
radian_weapons_ar15_extended_bolt_catch,ardian_weapons_ar15_extended_bolt_catch,0.9038461538461539
hk_ump_bolt_catch,kf_416d_bolt_catch,0.6214285714285714
kf_416_enhanced_buffer_tube,kf_416a5_enhanced_ambi_bolt_catch,0.4984848484848485
fightlite_scr_rubber_buttpad,strikon_scr_rubber_buttpad,0.7638888888888888
radian_weapons_ar15_talon_ambi_2lever_fire_selector,ardian_weapons_ar15_talon_ambi_2lever_fire_selector,0.9276960784313726
kf_416_fire_selector,kf_416a5_ambi_fire_selector,0.7588652482269503
hk_g3_fire_selector,kf_416d_fire_selector,0.65
fightlite_scr_rifle_lower_receiver,strikon_scr_rifle_lower_receiver,0.8090909090909091
radian_weapons_ax556_adac15_lower_receiver,ardian_weapons_ax556_adac15_lower_receiver,0.9047619047619048
radian_weapons_adac15_mag_release,ardian_weapons_adac15_mag_release,0.8848484848484849
kf_416_mag_release,kf_416a5_ambi_mag_release,0.751937984496124
armaspec_rhino_r23_tactical_magwell,tactispec_rhino_r23_tactical_magwell,0.8507042253521127
