old_name,new_name,score
dt_dpmn_fh,st_dpmn_fh,0.7833333333333333
dt_dtkai_mb,st_dtkai_mb,0.7878787878787878
dt_dtm_fh,st_dtm_fh,0.7777777777777777
ga_24_1/2,gt_24_1/2,0.8194444444444444
AK_545,hexagon_545,0.4852941176470588
nordic_corvette_556,kaleva_corvette_556,0.6754385964912281
chefur_custom_pm_9x18_110mm_threaded_barrel,hahn_precision_works_pm_9x18_110mm_threaded_barrel,0.7096774193548387
fab_defense_pm_g_pistol_grip,pro_tactical_pm_g_pistol_grip,0.6491228070175439
gun_custom_tuning_pm_tactic_kit_pistol_grip,truelock_custom_pm_tactic_kit_pistol_grip,0.8047619047619048
dozor_pm_pistol_grip,khorovod_pm_pistol_grip,0.7703488372093024
pac_rear_sight,aft_rear_sight,0.7619047619047619
pac_rear_sight_folded,aft_rear_sight_folded,0.8273809523809523
pac_front_sight_base,aft_front_sight_base,0.825
pac_front_sight_folded,aft_front_sight_folded,0.8295454545454546
pac_front_sight,aft_front_sight,0.7666666666666666
vector_bolt_release,aft_bolt_release,0.7333333333333334
tt33_trigger,aft_trigger,0.6413043478260869
geissele_super_scar_trigger,schmidt_super_scar_trigger,0.7523584905660378
vector_charging_handle,aft_charging_handle,0.7479674796747967
m4a1_std_fire_selector,aft_fire_selector,0.6959706959706959
deadshot_scar20_spiral_508mm_threaded_barrel,barreltech_scar20_spiral_508mm_threaded_barrel,0.8388888888888889
deadshot_scar20_spiral_406mm_threaded_barrel,barreltech_scar20_spiral_406mm_threaded_barrel,0.8388888888888889
imperial_arms_buffered_scar_bolt_carrier,monarch_ballistics_buffered_scar_bolt_carrier,0.6980392156862745
x_products_scar_h_x17_trigger_module_lower_receiver,cartesia_productions_scar_h_x17_trigger_module_lower_receiver,0.8353174603174603
imperial_arms_cypher_x_standard_scar_h_upper_receiver,monarch_ballistics_cypher_x_standard_scar_h_upper_receiver,0.7852852852852853
tt33_mag_release,aft_mag_release,0.7526881720430108
imperial_arms_cypher_x_standard_scar_h_upper_receiver_for_scar47,monarch_ballistics_cypher_x_standard_scar_h_upper_receiver_for_scar47,0.8226247436773753
laylax_scar_rail_extension,chillset_scar_rail_extension,0.7824074074074074
mototech_engineering_scarburator_gen3,edinburg_engineering_scarburator_gen3,0.7804054054054055
molot_rpk_5.45x39_6l18_45r_mag,kuvalda_rpk_5.45x39_6l18_45r_mag,0.8360215053763441
x_products_x25_7.62x51_drum_50r,cartesia_productions_x25_7.62x51_drum_50r,0.75
x_products_mp5_50r_9x19_drum,cartesia_productions_mp5_50r_9x19_drum,0.7424242424242424
mmw_fal_polymer_mag_20r,nm_fal_polymer_mag_20r,0.8666666666666667
x_products_x_fal_drum_mag_50r,cartesia_productions_x_fal_drum_mag_50r,0.7963800904977376
molon_labe_industries_scar_7.62x51_polymer_15r,carpe_diem_industries_scar_7.62x51_polymer_15r,0.7701863354037267
molon_labe_industries_scar_7.62x51_polymer_20r,carpe_diem_industries_scar_7.62x51_polymer_20r,0.7701863354037267
molon_labe_industries_scar_7.62x51_polymer_30r,carpe_diem_industries_scar_7.62x51_polymer_30r,0.7701863354037267
molon_labe_industries_scar_7.62x51_polymer_10r,carpe_diem_industries_scar_7.62x51_polymer_10r,0.7701863354037267
carlson_slug_610mm_cantilever,wesson_slug_610mm_cantilever,0.8135964912280702
fab_defense_pr870_handguard,pro_tactical_pr870_handguard,0.5590909090909091
r870_shockwave_raptor_pistol_grip,r870_earthquake_raptor_pistol_grip,0.7880597014925373
xs_shortrail_ghost_ring_rear_sight,hg_shortrail_ghost_ring_rear_sight,0.8872549019607843
leapers_utg_pro_mtu_028sg_mount,leopard_utg_pro_mtu_028sg_mount,0.8682795698924731
veles_belomo_pso1,veles_chelomo_pso1,0.7904761904761904
belomo_pk_a_1x20_dovetail_scope,chelomo_pk_a_1x20_dovetail_scope,0.8928571428571428
veles_belomo_dovetail_mount_pkas,veles_chelomo_dovetail_mount_pkas,0.8769230769230769
arms_rtg_ak12_megatron_handguard,russian_tuning_ak12_megatron_handguard,0.7142857142857143
caa_aksfsa_ak74m/ak100_buffer_tube,tas_aksfsa_ak74m/ak100_buffer_tube,0.8872549019607843
caa_rs47_handguard_side_rails,tas_rs47_handguard_side_rails,0.8655172413793104
fab_defense_ak74_pdc_dust_cover,pro_tactical_ak74_pdc_dust_cover,0.6666666666666666
veles_b_33_ak_dust_cover,sag_ak_chassis_dust_cover,0.5788497217068646
retro_arms_cnc_ak_model_a_fire_selector,retrospect_cnc_ak_model_a_fire_selector,0.8487179487179488
fab_defense_uas_akn_p,pro_tactical_uas_akn_p,0.5558139534883721
crh_customs_fixed_ak_triangle_stock,ellipse_30_fixed_ak_triangle_stock,0.6956521739130435
rifle_dynamics_ak_to_m4_gen2_stock_adapter,weapon_dynamics_ak_to_m4_gen2_stock_adapter,0.8845588235294117
caa_akts_akm_ak74_buffer_tube,tas_akts_akm_ak74_buffer_tube,0.882183908045977
apex_ak_ar15_adapter,ss_apex_ak_ar15_adapter,0.9095607235142118
us_palm_ak_pistol_grip,us_pine_ak_pistol_grip,0.8318181818181818
caa_rs47_lower_handguard_alt,tas_rs47_lower_handguard_alt,0.8642857142857143
caa_rs47_lower_handguard,tas_rs47_lower_handguard,0.8333333333333333
caa_rs47_upper_handguard,tas_rs47_upper_handguard,0.8333333333333333
delta_tek_plank,sigma_tek_plank,0.7
bhspringsolutions_tt33_+1r_mag_extension,allpistolsprings_tt33_+1r_mag_extension,0.779746835443038
tt_dlp_tactical_lam_module_tt33,tt_virginia_gear_tactical_lam_module_tt33,0.7735042735042735
shenzhen_defender_qbz95_long_bow_picatinny_carry_handle,schneider_defense_qbz95_long_bow_picatinny_carry_handle,0.8204545454545454
shenzhen_defender_qbz95_long_bow_mlok_carry_handle,schneider_defense_qbz95_long_bow_mlok_carry_handle,0.815
5.56x45_novx_pentagon_55gr_mchp,5.56x45_newq_pentagon_55gr_mchp,0.8516129032258064
7.62x51_nammo_m993_129gr_ap,7.62x51_emmeo_m993_129gr_ap,0.8629629629629629
7.62x54r_novosibirsk_7n1_151gr_ps,7.62x54r_norilsk_7n1_151gr_ps,0.8354838709677419
7.62x54r_ppu_rifle_150gr_spbt,7.62x54r_zim_rifle_150gr_spbt,0.8482758620689655
7.62x54r_novosibirsk_7t2_149gr_green_tracer,7.62x54r_norilsk_7t2_149gr_green_tracer,0.8678861788617886
7.62x39_ppu_rifle_123gr_jsp,7.62x39_zim_rifle_123gr_jsp,0.8444444444444444
5.45x39_silver_bear_60gr_fmj,5.45x39_polar_bear_60gr_fmj,0.8363636363636364
5.45x39_wolf_performance_55gr_hpbt,5.45x39_fox_performance_55gr_hpbt,0.8626865671641791
9x19_norma_mle_94gr_rht_frangible,9x19_traviata_mle_94gr_rht_frangible,0.8514492753623188
9x19_armscor_usa_147gr_subsonic,9x19_ammocor_usa_147gr_subsonic,0.8677419354838709
10mm_blazer_aluminum_200gr_fmj,10mm_phoenix_aluminum_200gr_fmj,0.8098360655737705
45acp_blazer_brass_230gr_fmj,45acp_phoenix_brass_230gr_fmj,0.8035087719298246
12g_wolfhill_275_mean_bean_bag,12g_foxhill_275_mean_bean_bag,0.8742937853107344
9x18_novosibirsk_57n181s_92gr_pst,9x18_norilsk_57n181s_92gr_pst,0.8354838709677419
9x18_ppu_handgun_93gr_fmj,9x18_zim_handgun_93gr_fmj,0.8400000000000001
9x18_novosibirsk_57t181_56gr_red_tracer,9x18_norilsk_57t181_56gr_red_tracer,0.8626126126126126
kak_value_line_light_tapered_melonite_ar9_76mm_9x19_barrel,bnb_value_line_light_tapered_melonite_ar9_76mm_9x19_barrel,0.9241379310344828
pjs_aug_a3_sa_cqc_handguard,ihs_aug_a3_sa_cqc_handguard,0.8796296296296297
pjs_aug_a3_sa_cqc_top_rail,ihs_aug_a3_sa_cqc_top_rail,0.8901098901098901
pjs_aug_a3_sa_cqc_right_rail,ihs_aug_a3_sa_cqc_right_rail,0.8928571428571428
pjs_aug_a3_sa_cqc_left_rail,ihs_aug_a3_sa_cqc_left_rail,0.8915343915343915
barska_4x20_scope_carry_handle_mount,ultracross_4x20_scope_carry_handle_mount,0.8377192982456141
burris_ar536_prism_5x_sight_carry_handle,alistair_ar536_prism_5x_sight_carry_handle,0.867595818815331
burris_ar332_prism_3x_sight_carry_handle,alistair_ar332_prism_3x_sight_carry_handle,0.867595818815331
barska_eletrco_4x20_bdc_scope,ultracross_eletrco_4x20_bdc_scope,0.8032258064516129
cosmic_tactical_saturn_4x_red_scope,stellartac_saturn_4x_red_scope,0.7328671328671329
cosmic_tactical_saturn_4x_green_scope,stellartac_saturn_4x_green_scope,0.7404479578392622
fortis_la_stock,validus_la_stock,0.6881720430107527
caa_cbs_ar15_stock,tas_cbs_ar15_stock,0.8194444444444444
modlite_plhv2_light_head,wepmod_plhv2_light_head,0.800531914893617
burris_ar536_prism_5x_sight,alistair_ar536_prism_5x_sight,0.8107142857142857
burris_ar332_prism_3x_sight,alistair_ar332_prism_3x_sight,0.8107142857142857
npo_bazalt_rpg_7_trigger,sno_vulkan_rpg_7_trigger,0.675
npo_bazalt_rpg_7_pistol_grip,sno_vulkan_rpg_7_pistol_grip,0.7261904761904762
npo_bazalt_rpg_7_safety,sno_vulkan_rpg_7_safety,0.6695652173913043
npo_bazalt_rpg_7_rear_sight_zeroing_rail,sno_vulkan_rpg_7_rear_sight_zeroing_rail,0.8
npo_bazalt_rpg_7_rear_sight_zeroing_rail_folded,sno_vulkan_rpg_7_rear_sight_zeroing_rail_folded,0.8250591016548463
npo_bazalt_rpg_7_rear_grip,sno_vulkan_rpg_7_rear_grip,0.717948717948718
npo_bazalt_rpg_7_front_sight,sno_vulkan_rpg_7_front_sight,0.7261904761904762
npo_bazalt_rpg_7_front_sight_folded,sno_vulkan_rpg_7_front_sight_folded,0.7714285714285715
npo_bazalt_rpg_7_rear_sight,sno_vulkan_rpg_7_rear_sight,0.7222222222222222
npo_bazalt_rpg_7n2_tube_additions,sno_vulkan_rpg_7n2_tube_additions,0.7424242424242424
npo_bazalt_og_7v_frag_warhead,sno_vulkan_og_7v_frag_warhead,0.7298850574712643
npo_bazalt_pg_7vl_heat_warhead,sno_vulkan_pg_7vl_heat_warhead,0.7333333333333334
npo_bazalt_rpg_7_hammer,sno_vulkan_rpg_7_hammer,0.6695652173913043
npo_bazalt_rpg_7_wooden_shoulder_padding,sno_vulkan_rpg_7_wooden_shoulder_padding,0.7821428571428571
npo_bazalt_rpg_7n2_tube,sno_vulkan_rpg_7n2_tube,0.6695652173913043
apex_0.5_recoil_pad,starsurp_apex_0.5_recoil_pad,0.8486997635933806
dpms_mangonel_front_sight,dams_mangonel_front_sight,0.855
dpms_mangonel_rear_sight_folded,dams_mangonel_rear_sight_folded,0.8838709677419355
dpms_mangonel_front_sight_folded,dams_mangonel_front_sight_folded,0.884375
dpms_mangonel_rear_sight,dams_mangonel_rear_sight,0.8541666666666667
belomo_cup,chelomo_cup,0.6785714285714286
vomz_pilad_p3.5x20c_scope,nomz_pilad_p3.5x20c_scope,0.855
ghw_tailhook_mod1_brace_small,gxw_tailhook_mod1_brace_small,0.8827586206896552
ghw_tailhook_mod1_brace_big,gxw_tailhook_mod1_brace_big,0.8814814814814815
wilcox_raid_xe_junction_box_legacy_crane_connector,whitehouse_raid_xe_junction_box_legacy_crane_connector,0.8894230769230769
taylor_freelance_hart_smg_10r_mag_extension,tyler_freelance_hart_smg_10r_mag_extension,0.9109243697478991
valday_zt310_offset_mount,volhov_zt310_offset_mount,0.7949999999999999
valday_jsc_optics_1p90_zt310_3x_magnifier,volhov_jsc_optics_1p90_zt310_3x_magnifier,0.8797909407665505
ncstar_vism_carry_handle_front_sight,cosmotac_vism_carry_handle_front_sight,0.8761261261261262
ncstar_vism_carry_handle_front_sight_folded,cosmotac_vism_carry_handle_front_sight_folded,0.8944805194805194
veles_belomo_pk_as,veles_chelomo_pk_as,0.8344594594594594
warsport_handguard_long_accessory_rail_side,calsport_handguard_long_accessory_rail_side,0.8934108527131783
warsport_handguard_short_accessory_rail_side,calsport_handguard_short_accessory_rail_side,0.893939393939394
