,,new,,,,,,,,,,,,,,
name,pretty_name,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,barrel_deviation,bullet_damage,bullet_velocity,buck_bullet_deviation,fire_rate,price,strength,,irl weight,weight formula
direct_thread_adapter_omega45k,.45ACP Direct thread adapter for Omega 45K suppressor,0,0.03,0,0,,0.05,0,5,,,200,-0.833333333,,,0
silencerco_omega45k_45acp_suppressor,SilencerCo Omega45K,-4,0.13,-9,-8,,-0.1,0.1,80,,,1200,7.666666667,,10.7,0.1605
silencerco_osprey45_gen1_45acp_suppressor,SilencerCo Osprey 45 Gen 1 .45ACP Suppressor,-6,0.19,-8,-12,,-0.15,0.15,150,,,1500,7.3,,11.1,0.1665
silencerco_osprey45_gen1_45acp_suppressor_flipped,SilencerCo Osprey 45 Gen 1 .45ACP Suppressor Flipped,-6,0.19,-8,-12,,-0.15,0.15,150,,,1500,7.3,,,0
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
,,,,,,,,,,,,,0,,,
